,LandAverageTemperatureUncertainty,UpperBounds,LowerBounds,month,year,Average_Temperature,Datetime
1551,0.45799999999999996,8.225999999999999,7.309999999999999,4,1879,7.767999999999999,1879-04-01
1552,0.38799999999999996,11.190999999999999,10.415,5,1879,10.802999999999999,1879-05-01
1553,0.45899999999999996,13.689,12.771,6,1879,13.23,1879-06-01
1554,0.379,14.616999999999999,13.859,7,1879,14.238,1879-07-01
1555,0.426,13.671,12.818999999999999,8,1879,13.245,1879-08-01
1556,0.35700000000000004,11.806000000000001,11.092000000000002,9,1879,11.449000000000002,1879-09-01
1557,0.331,9.559999999999999,8.898,10,1879,9.229,1879-10-01
1558,0.376,5.902,5.1499999999999995,11,1879,5.526,1879-11-01
1559,0.596,3.1340000000000003,1.9420000000000002,12,1879,2.5380000000000003,1879-12-01
1560,0.5720000000000001,2.327,1.1829999999999998,1,1880,1.755,1880-01-01
1561,0.491,2.543,1.561,2,1880,2.052,1880-02-01
1562,0.46799999999999997,5.098,4.162,3,1880,4.63,1880-03-01
1563,0.456,8.014999999999997,7.102999999999997,4,1880,7.5589999999999975,1880-04-01
1564,0.389,11.484999999999998,10.706999999999999,5,1880,11.095999999999998,1880-05-01
1565,0.436,13.763,12.891,6,1880,13.327,1880-06-01
1566,0.396,14.536999999999999,13.744999999999997,7,1880,14.140999999999998,1880-07-01
1567,0.384,14.191,13.423,8,1880,13.807,1880-08-01
1568,0.289,11.674999999999999,11.097,9,1880,11.386,1880-09-01
1569,0.29600000000000004,8.969,8.377,10,1880,8.673,1880-10-01
1570,0.386,6.279,5.507,11,1880,5.893,1880-11-01
1571,0.41600000000000004,3.5220000000000002,2.6900000000000004,12,1880,3.1060000000000003,1880-12-01
1572,0.634,3.095,1.8270000000000004,1,1881,2.4610000000000003,1881-01-01
1573,0.595,3.221,2.0310000000000006,2,1881,2.6260000000000003,1881-02-01
1574,0.52,5.529999999999999,4.49,3,1881,5.01,1881-03-01
1575,0.36200000000000004,8.684999999999999,7.9609999999999985,4,1881,8.322999999999999,1881-04-01
1576,0.406,11.571,10.758999999999999,5,1881,11.165,1881-05-01
1577,0.35700000000000004,13.101999999999999,12.388,6,1881,12.745,1881-06-01
1578,0.344,14.546999999999999,13.859,7,1881,14.203,1881-07-01
1579,0.376,14.086,13.334000000000001,8,1881,13.71,1881-08-01
1580,0.287,11.976,11.402,9,1881,11.689,1881-09-01
1581,0.315,9.165999999999997,8.535999999999998,10,1881,8.850999999999997,1881-10-01
1582,0.397,5.6690000000000005,4.875,11,1881,5.272,1881-11-01
1583,0.439,3.6350000000000002,2.757,12,1881,3.196,1881-12-01
1584,0.486,3.476,2.5040000000000004,1,1882,2.99,1882-01-01
1585,0.4270000000000001,3.6580000000000004,2.8040000000000003,2,1882,3.2310000000000003,1882-02-01
1586,0.498,5.538,4.542,3,1882,5.04,1882-03-01
1587,0.369,8.059999999999999,7.321999999999999,4,1882,7.690999999999999,1882-04-01
1588,0.337,11.225,10.551,5,1882,10.888,1882-05-01
1589,0.298,13.103,12.507,6,1882,12.805,1882-06-01
1590,0.33399999999999996,14.081,13.413,7,1882,13.747,1882-07-01
1591,0.433,14.136,13.27,8,1882,13.703,1882-08-01
1592,0.287,12.023,11.448999999999998,9,1882,11.735999999999999,1882-09-01
1593,0.327,8.772,8.118,10,1882,8.445,1882-10-01
1594,0.359,5.425,4.707,11,1882,5.066,1882-11-01
1595,0.40399999999999997,2.609,1.8010000000000002,12,1882,2.205,1882-12-01
1596,0.53,1.9900000000000002,0.9300000000000002,1,1883,1.4600000000000002,1883-01-01
1597,0.498,2.354,1.3579999999999999,2,1883,1.8559999999999999,1883-02-01
1598,0.42100000000000004,5.349999999999999,4.507999999999998,3,1883,4.9289999999999985,1883-03-01
1599,0.424,8.114999999999998,7.266999999999999,4,1883,7.690999999999999,1883-04-01
1600,0.354,11.186,10.478000000000002,5,1883,10.832,1883-05-01
1601,0.294,13.596,13.008,6,1883,13.302,1883-06-01
1602,0.355,14.366,13.655999999999999,7,1883,14.011,1883-07-01
1603,0.34,13.564,12.884,8,1883,13.224,1883-08-01
1604,0.327,11.67,11.016,9,1883,11.343,1883-09-01
1605,0.249,9.157999999999998,8.659999999999997,10,1883,8.908999999999997,1883-10-01
1606,0.293,5.198,4.612,11,1883,4.905,1883-11-01
1607,0.363,3.624,2.898,12,1883,3.261,1883-12-01
1608,0.47200000000000003,2.592,1.6480000000000001,1,1884,2.12,1884-01-01
1609,0.486,2.96,1.9880000000000002,2,1884,2.474,1884-02-01
1610,0.47600000000000003,4.368,3.416,3,1884,3.892,1884-03-01
1611,0.311,7.496999999999999,6.874999999999999,4,1884,7.185999999999999,1884-04-01
1612,0.353,10.551,9.845,5,1884,10.198,1884-05-01
1613,0.382,12.908999999999999,12.145,6,1884,12.527,1884-06-01
1614,0.375,13.997,13.247,7,1884,13.622,1884-07-01
1615,0.41,13.667,12.847,8,1884,13.257,1884-08-01
1616,0.392,11.626999999999999,10.843,9,1884,11.235,1884-09-01
1617,0.307,8.888,8.274,10,1884,8.581,1884-10-01
1618,0.38299999999999995,5.547,4.781,11,1884,5.164,1884-11-01
1619,0.408,3.436,2.62,12,1884,3.028,1884-12-01
1620,0.664,1.6669999999999998,0.33899999999999986,1,1885,1.003,1885-01-01
1621,0.578,2.821,1.6650000000000005,2,1885,2.2430000000000003,1885-02-01
1622,0.381,5.003,4.241,3,1885,4.622,1885-03-01
1623,0.39799999999999996,7.733999999999998,6.937999999999999,4,1885,7.3359999999999985,1885-04-01
1624,0.391,10.958,10.176,5,1885,10.567,1885-05-01
1625,0.304,13.02,12.411999999999999,6,1885,12.716,1885-06-01
1626,0.369,14.341,13.603,7,1885,13.972,1885-07-01
1627,0.445,13.796,12.905999999999999,8,1885,13.350999999999999,1885-08-01
1628,0.365,11.8,11.07,9,1885,11.435,1885-09-01
1629,0.34700000000000003,9.069,8.375000000000002,10,1885,8.722000000000001,1885-10-01
1630,0.377,5.802,5.048,11,1885,5.425,1885-11-01
1631,0.48100000000000004,4.125,3.1630000000000003,12,1885,3.644,1885-12-01
1632,0.545,1.9809999999999999,0.8909999999999999,1,1886,1.436,1886-01-01
1633,0.45299999999999996,2.246,1.3400000000000003,2,1886,1.7930000000000001,1886-02-01
1634,0.34600000000000003,4.6080000000000005,3.9160000000000004,3,1886,4.2620000000000005,1886-03-01
1635,0.299,8.208,7.609999999999999,4,1886,7.909,1886-04-01
1636,0.46799999999999997,11.252,10.316,5,1886,10.784,1886-05-01
1637,0.318,13.107,12.471,6,1886,12.789,1886-06-01
1638,0.354,14.58,13.872000000000002,7,1886,14.226,1886-07-01
1639,0.369,13.692,12.954,8,1886,13.323,1886-08-01
1640,0.32299999999999995,11.923,11.277,9,1886,11.6,1886-09-01
1641,0.355,8.959,8.248999999999999,10,1886,8.604,1886-10-01
1642,0.353,5.579,4.873,11,1886,5.226,1886-11-01
1643,0.449,3.9509999999999996,3.053,12,1886,3.502,1886-12-01
1644,0.568,1.392,0.2560000000000001,1,1887,0.8240000000000001,1887-01-01
1645,0.46399999999999997,2.5180000000000002,1.5900000000000003,2,1887,2.0540000000000003,1887-02-01
1646,0.433,4.984999999999999,4.119,3,1887,4.552,1887-03-01
1647,0.33299999999999996,8.122,7.4559999999999995,4,1887,7.789,1887-04-01
1648,0.396,11.236,10.443999999999999,5,1887,10.84,1887-05-01
1649,0.327,13.217,12.563,6,1887,12.89,1887-06-01
1650,0.34299999999999997,14.364,13.678,7,1887,14.021,1887-07-01
1651,0.358,13.455,12.738999999999999,8,1887,13.097,1887-08-01
1652,0.37799999999999995,12.085,11.329,9,1887,11.707,1887-09-01
1653,0.263,9.001,8.475,10,1887,8.738,1887-10-01
1654,0.382,5.974,5.210000000000001,11,1887,5.5920000000000005,1887-11-01
1655,0.46,3.335,2.415,12,1887,2.875,1887-12-01
1656,0.375,2.083,1.3330000000000002,1,1888,1.7080000000000002,1888-01-01
1657,0.456,2.495,1.5830000000000002,2,1888,2.039,1888-02-01
1658,0.401,4.701,3.899,3,1888,4.3,1888-03-01
1659,0.429,8.274,7.4159999999999995,4,1888,7.845,1888-04-01
1660,0.389,11.008999999999999,10.231,5,1888,10.62,1888-05-01
1661,0.395,13.315999999999999,12.526,6,1888,12.921,1888-06-01
1662,0.321,14.563,13.921000000000001,7,1888,14.242,1888-07-01
1663,0.436,13.947,13.075,8,1888,13.511,1888-08-01
1664,0.344,12.029,11.341000000000001,9,1888,11.685,1888-09-01
1665,0.28600000000000003,9.487,8.915000000000001,10,1888,9.201,1888-10-01
1666,0.361,6.153000000000001,5.431000000000002,11,1888,5.792000000000002,1888-11-01
1667,0.396,3.618,2.826,12,1888,3.222,1888-12-01
1668,0.45799999999999996,2.2199999999999998,1.3039999999999998,1,1889,1.7619999999999998,1889-01-01
1669,0.39899999999999997,3.808,3.01,2,1889,3.409,1889-02-01
1670,0.419,5.718,4.880000000000001,3,1889,5.299,1889-03-01
1671,0.332,8.921,8.256999999999998,4,1889,8.588999999999999,1889-04-01
1672,0.3720000000000001,11.614,10.870000000000001,5,1889,11.242,1889-05-01
1673,0.275,13.563,13.013,6,1889,13.288,1889-06-01
1674,0.327,14.552,13.898,7,1889,14.225,1889-07-01
1675,0.38299999999999995,13.886999999999999,13.121,8,1889,13.504,1889-08-01
1676,0.33899999999999997,11.886000000000001,11.208,9,1889,11.547,1889-09-01
1677,0.282,9.147,8.583,10,1889,8.865,1889-10-01
1678,0.44,5.439000000000001,4.559,11,1889,4.9990000000000006,1889-11-01
1679,0.41200000000000003,3.5109999999999997,2.687,12,1889,3.0989999999999998,1889-12-01
1680,0.401,2.237,1.435,1,1890,1.836,1890-01-01
1681,0.373,2.8890000000000002,2.143,2,1890,2.516,1890-02-01
1682,0.377,4.587,3.833,3,1890,4.21,1890-03-01
1683,0.35700000000000004,8.095999999999998,7.381999999999999,4,1890,7.738999999999999,1890-04-01
1684,0.373,10.837,10.091000000000001,5,1890,10.464,1890-05-01
1685,0.35200000000000004,13.224,12.52,6,1890,12.872,1890-06-01
1686,0.354,14.388,13.680000000000001,7,1890,14.034,1890-07-01
1687,0.35200000000000004,13.617999999999999,12.913999999999998,8,1890,13.265999999999998,1890-08-01
1688,0.324,11.87,11.222,9,1890,11.546,1890-09-01
1689,0.23800000000000002,9.415999999999999,8.94,10,1890,9.177999999999999,1890-10-01
1690,0.273,5.303,4.757000000000001,11,1890,5.03,1890-11-01
1691,0.342,3.311,2.627,12,1890,2.969,1890-12-01
1692,0.35100000000000003,2.0290000000000004,1.3270000000000002,1,1891,1.6780000000000002,1891-01-01
1693,0.39799999999999996,2.278,1.482,2,1891,1.88,1891-02-01
1694,0.331,5.086,4.4239999999999995,3,1891,4.755,1891-03-01
1695,0.284,7.901999999999998,7.333999999999999,4,1891,7.6179999999999986,1891-04-01
1696,0.38799999999999996,11.173,10.397,5,1891,10.785,1891-05-01
1697,0.253,13.141,12.635,6,1891,12.888,1891-06-01
1698,0.33799999999999997,14.267999999999999,13.592,7,1891,13.93,1891-07-01
1699,0.365,13.861,13.131,8,1891,13.496,1891-08-01
1700,0.264,12.027,11.499,9,1891,11.763,1891-09-01
1701,0.281,9.003000000000002,8.441,10,1891,8.722000000000001,1891-10-01
1702,0.353,5.468,4.7620000000000005,11,1891,5.115,1891-11-01
1703,0.418,4.02,3.1839999999999997,12,1891,3.602,1891-12-01
1704,0.39899999999999997,2.417,1.6189999999999998,1,1892,2.018,1892-01-01
1705,0.326,3.1310000000000002,2.479,2,1892,2.805,1892-02-01
1706,0.39,4.752,3.972,3,1892,4.362,1892-03-01
1707,0.301,7.862999999999999,7.260999999999998,4,1892,7.5619999999999985,1892-04-01
1708,0.36,10.982,10.262,5,1892,10.622,1892-05-01
1709,0.27899999999999997,13.542,12.984,6,1892,13.263,1892-06-01
1710,0.32799999999999996,14.218,13.562000000000001,7,1892,13.89,1892-07-01
1711,0.353,13.773,13.067,8,1892,13.42,1892-08-01
1712,0.26,12.024,11.504,9,1892,11.764,1892-09-01
1713,0.268,9.558,9.021999999999998,10,1892,9.29,1892-10-01
1714,0.331,5.19,4.528,11,1892,4.859,1892-11-01
1715,0.47100000000000003,3.406,2.464,12,1892,2.935,1892-12-01
1716,0.488,0.988,0.01200000000000001,1,1893,0.5,1893-01-01
1717,0.365,2.019,1.289,2,1893,1.654,1893-02-01
1718,0.4,5.3790000000000004,4.579,3,1893,4.979,1893-03-01
1719,0.294,8.288,7.7,4,1893,7.994,1893-04-01
1720,0.365,11.112,10.382,5,1893,10.747,1893-05-01
1721,0.287,13.338,12.763999999999998,6,1893,13.050999999999998,1893-06-01
1722,0.33899999999999997,14.657,13.979,7,1893,14.318,1893-07-01
1723,0.3670000000000001,13.821000000000002,13.087,8,1893,13.454,1893-08-01
1724,0.295,12.062,11.472,9,1893,11.767,1893-09-01
1725,0.263,9.423,8.897,10,1893,9.16,1893-10-01
1726,0.281,6.183,5.621,11,1893,5.902,1893-11-01
1727,0.39899999999999997,3.554,2.756,12,1893,3.155,1893-12-01
1728,0.3720000000000001,2.0629999999999997,1.3189999999999997,1,1894,1.6909999999999998,1894-01-01
1729,0.354,3.277,2.569,2,1894,2.923,1894-02-01
1730,0.39799999999999996,5.516,4.720000000000001,3,1894,5.118,1894-03-01
1731,0.355,8.017999999999999,7.307999999999998,4,1894,7.6629999999999985,1894-04-01
1732,0.293,11.237,10.651000000000002,5,1894,10.944,1894-05-01
1733,0.276,13.133999999999999,12.581999999999999,6,1894,12.857999999999999,1894-06-01
1734,0.311,14.315,13.693,7,1894,14.004,1894-07-01
1735,0.364,13.852,13.123999999999999,8,1894,13.488,1894-08-01
1736,0.27899999999999997,11.858999999999998,11.300999999999998,9,1894,11.579999999999998,1894-09-01
1737,0.223,9.348,8.902,10,1894,9.125,1894-10-01
1738,0.282,5.687,5.123,11,1894,5.405,1894-11-01
1739,0.3,3.433,2.833,12,1894,3.133,1894-12-01
1740,0.28,1.5750000000000002,1.0150000000000001,1,1895,1.2950000000000002,1895-01-01
1741,0.32899999999999996,2.3289999999999997,1.671,2,1895,2.0,1895-02-01
1742,0.318,5.007,4.371,3,1895,4.689,1895-03-01
1743,0.285,8.532,7.962,4,1895,8.247,1895-04-01
1744,0.321,11.188,10.546000000000001,5,1895,10.867,1895-05-01
1745,0.266,13.324,12.792,6,1895,13.058,1895-06-01
1746,0.312,14.365,13.741000000000001,7,1895,14.053,1895-07-01
1747,0.36,13.849,13.129000000000001,8,1895,13.489,1895-08-01
1748,0.294,12.037,11.449,9,1895,11.743,1895-09-01
1749,0.22399999999999998,9.341000000000001,8.893,10,1895,9.117,1895-10-01
1750,0.268,6.012,5.476,11,1895,5.744,1895-11-01
1751,0.33399999999999996,3.796,3.1279999999999997,12,1895,3.4619999999999997,1895-12-01
1752,0.392,2.683,1.899,1,1896,2.291,1896-01-01
1753,0.28800000000000003,2.995,2.4189999999999996,2,1896,2.707,1896-02-01
1754,0.302,4.5809999999999995,3.977,3,1896,4.279,1896-03-01
1755,0.34700000000000003,7.677,6.982999999999999,4,1896,7.329999999999999,1896-04-01
1756,0.33899999999999997,11.232,10.553999999999998,5,1896,10.892999999999999,1896-05-01
1757,0.267,13.570999999999998,13.036999999999999,6,1896,13.303999999999998,1896-06-01
1758,0.32799999999999996,14.561,13.905000000000001,7,1896,14.233,1896-07-01
1759,0.369,13.993,13.255,8,1896,13.624,1896-08-01
1760,0.27699999999999997,12.101,11.547000000000002,9,1896,11.824000000000002,1896-09-01
1761,0.22899999999999998,9.645,9.187000000000001,10,1896,9.416,1896-10-01
1762,0.29600000000000004,5.662000000000001,5.07,11,1896,5.3660000000000005,1896-11-01
1763,0.272,3.5839999999999996,3.04,12,1896,3.312,1896-12-01
1764,0.36,2.253,1.533,1,1897,1.893,1897-01-01
1765,0.281,2.7100000000000004,2.148,2,1897,2.4290000000000003,1897-02-01
1766,0.29,4.635,4.055,3,1897,4.345,1897-03-01
1767,0.27699999999999997,8.554999999999998,8.001,4,1897,8.277999999999999,1897-04-01
1768,0.306,11.683,11.071000000000002,5,1897,11.377,1897-05-01
1769,0.355,13.674000000000001,12.964,6,1897,13.319,1897-06-01
1770,0.37,14.68,13.940000000000001,7,1897,14.31,1897-07-01
1771,0.392,14.059999999999999,13.276,8,1897,13.668,1897-08-01
1772,0.254,12.179,11.671000000000001,9,1897,11.925,1897-09-01
1773,0.251,9.447999999999999,8.946,10,1897,9.197,1897-10-01
1774,0.349,5.957000000000001,5.259,11,1897,5.6080000000000005,1897-11-01
1775,0.281,3.4520000000000004,2.89,12,1897,3.1710000000000003,1897-12-01
1776,0.31,3.047,2.427,1,1898,2.737,1898-01-01
1777,0.314,2.668,2.04,2,1898,2.354,1898-02-01
1778,0.271,4.022,3.4800000000000004,3,1898,3.7510000000000003,1898-03-01
1779,0.337,8.244,7.569999999999999,4,1898,7.906999999999999,1898-04-01
1780,0.306,11.141,10.529000000000002,5,1898,10.835,1898-05-01
1781,0.42100000000000004,13.815999999999999,12.974,6,1898,13.395,1898-06-01
1782,0.3670000000000001,14.505,13.770999999999999,7,1898,14.138,1898-07-01
1783,0.414,13.993,13.165000000000001,8,1898,13.579,1898-08-01
1784,0.322,12.074999999999998,11.431,9,1898,11.752999999999998,1898-09-01
1785,0.247,9.075,8.581,10,1898,8.828,1898-10-01
1786,0.27399999999999997,5.726000000000001,5.178000000000001,11,1898,5.452000000000001,1898-11-01
1787,0.325,3.732,3.082,12,1898,3.407,1898-12-01
1788,0.326,2.841,2.189,1,1899,2.515,1899-01-01
1789,0.42,2.8,1.96,2,1899,2.38,1899-02-01
1790,0.293,4.9110000000000005,4.325,3,1899,4.618,1899-03-01
1791,0.345,8.626,7.935999999999999,4,1899,8.280999999999999,1899-04-01
1792,0.31,11.333,10.713,5,1899,11.023,1899-05-01
1793,0.29,13.145999999999999,12.566,6,1899,12.856,1899-06-01
1794,0.33299999999999996,14.492,13.826,7,1899,14.159,1899-07-01
1795,0.39399999999999996,14.171,13.383,8,1899,13.777,1899-08-01
1796,0.282,12.409999999999998,11.845999999999998,9,1899,12.127999999999998,1899-09-01
1797,0.252,9.661,9.156999999999998,10,1899,9.408999999999999,1899-10-01
1798,0.31,6.915,6.295000000000001,11,1899,6.605,1899-11-01
1799,0.342,3.347,2.663,12,1899,3.005,1899-12-01
1800,0.276,1.737,1.185,1,1900,1.461,1900-01-01
1801,0.41600000000000004,3.5140000000000002,2.6820000000000004,2,1900,3.0980000000000003,1900-02-01
1802,0.261,5.753000000000001,5.231000000000001,3,1900,5.492000000000001,1900-03-01
1803,0.292,8.514999999999999,7.930999999999999,4,1900,8.222999999999999,1900-04-01
1804,0.35700000000000004,11.741999999999999,11.028,5,1900,11.385,1900-05-01
1805,0.282,13.575,13.011,6,1900,13.293,1900-06-01
1806,0.345,14.516,13.825999999999999,7,1900,14.171,1900-07-01
1807,0.38299999999999995,14.199,13.433000000000002,8,1900,13.816,1900-08-01
1808,0.293,12.248,11.662,9,1900,11.955,1900-09-01
1809,0.255,9.921000000000001,9.411,10,1900,9.666,1900-10-01
1810,0.276,6.079999999999998,5.527999999999999,11,1900,5.8039999999999985,1900-11-01
1811,0.341,3.996,3.3139999999999996,12,1900,3.655,1900-12-01
1812,0.29100000000000004,2.482,1.9000000000000004,1,1901,2.1910000000000003,1901-01-01
1813,0.418,3.5100000000000002,2.674,2,1901,3.092,1901-02-01
1814,0.251,5.922000000000001,5.42,3,1901,5.671,1901-03-01
1815,0.326,8.848,8.196,4,1901,8.522,1901-04-01
1816,0.33899999999999997,11.517,10.838999999999999,5,1901,11.177999999999999,1901-05-01
1817,0.28300000000000003,13.706,13.14,6,1901,13.423,1901-06-01
1818,0.35,14.689,13.989,7,1901,14.339,1901-07-01
1819,0.34299999999999997,14.132,13.446,8,1901,13.789,1901-08-01
1820,0.305,12.289000000000001,11.679000000000002,9,1901,11.984000000000002,1901-09-01
1821,0.239,9.242,8.764,10,1901,9.003,1901-10-01
1822,0.263,6.239,5.713,11,1901,5.976,1901-11-01
1823,0.267,3.602,3.068,12,1901,3.335,1901-12-01
1824,0.256,2.9400000000000004,2.428,1,1902,2.684,1902-01-01
1825,0.354,3.96,3.252,2,1902,3.606,1902-02-01
1826,0.228,5.111,4.655,3,1902,4.883,1902-03-01
1827,0.321,8.277,7.634999999999999,4,1902,7.955999999999999,1902-04-01
1828,0.341,11.233999999999998,10.552,5,1902,10.892999999999999,1902-05-01
1829,0.264,13.478,12.950000000000001,6,1902,13.214,1902-06-01
1830,0.35600000000000004,14.587,13.875,7,1902,14.231,1902-07-01
1831,0.35700000000000004,13.956,13.242,8,1902,13.599,1902-08-01
1832,0.289,12.088,11.51,9,1902,11.799,1902-09-01
1833,0.21,9.011000000000001,8.591,10,1902,8.801,1902-10-01
1834,0.267,5.541,5.007,11,1902,5.274,1902-11-01
1835,0.27,2.983,2.443,12,1902,2.713,1902-12-01
1836,0.22399999999999998,2.7380000000000004,2.29,1,1903,2.5140000000000002,1903-01-01
1837,0.247,3.802,3.3080000000000003,2,1903,3.555,1903-02-01
1838,0.212,5.1419999999999995,4.718,3,1903,4.93,1903-03-01
1839,0.292,8.123999999999999,7.539999999999999,4,1903,7.831999999999999,1903-04-01
1840,0.305,11.099,10.489,5,1903,10.794,1903-05-01
1841,0.268,13.154,12.617999999999999,6,1903,12.886,1903-06-01
1842,0.366,14.358,13.626000000000001,7,1903,13.992,1903-07-01
1843,0.377,13.789000000000001,13.035,8,1903,13.412,1903-08-01
1844,0.36,11.860999999999999,11.141,9,1903,11.501,1903-09-01
1845,0.20199999999999999,9.014000000000003,8.610000000000003,10,1903,8.812000000000003,1903-10-01
1846,0.268,5.784,5.248,11,1903,5.516,1903-11-01
1847,0.359,3.257,2.539,12,1903,2.898,1903-12-01
1848,0.387,2.024,1.2499999999999998,1,1904,1.6369999999999998,1904-01-01
1849,0.348,2.645,1.9490000000000003,2,1904,2.297,1904-02-01
1850,0.268,4.774,4.238,3,1904,4.506,1904-03-01
1851,0.284,7.967999999999997,7.399999999999998,4,1904,7.6839999999999975,1904-04-01
1852,0.287,11.127,10.552999999999999,5,1904,10.84,1904-05-01
1853,0.248,13.261999999999999,12.766,6,1904,13.014,1904-06-01
1854,0.29600000000000004,14.132,13.540000000000001,7,1904,13.836,1904-07-01
1855,0.327,13.786,13.132,8,1904,13.459,1904-08-01
1856,0.265,11.645999999999999,11.115999999999998,9,1904,11.380999999999998,1904-09-01
1857,0.212,9.045,8.621,10,1904,8.833,1904-10-01
1858,0.22399999999999998,6.454000000000001,6.006,11,1904,6.23,1904-11-01
1859,0.29100000000000004,3.6649999999999996,3.0829999999999997,12,1904,3.3739999999999997,1904-12-01
1860,0.345,2.599,1.909,1,1905,2.254,1905-01-01
1861,0.303,2.23,1.6239999999999999,2,1905,1.9269999999999998,1905-02-01
1862,0.235,4.87,4.3999999999999995,3,1905,4.635,1905-03-01
1863,0.255,8.01,7.499999999999999,4,1905,7.754999999999999,1905-04-01
1864,0.28,11.261999999999999,10.702,5,1905,10.982,1905-05-01
1865,0.264,13.376,12.848,6,1905,13.112,1905-06-01
1866,0.307,14.384,13.77,7,1905,14.077,1905-07-01
1867,0.327,13.905,13.251,8,1905,13.578,1905-08-01
1868,0.252,12.056,11.551999999999998,9,1905,11.803999999999998,1905-09-01
1869,0.239,9.280000000000001,8.802,10,1905,9.041,1905-10-01
1870,0.282,6.465,5.901,11,1905,6.183,1905-11-01
1871,0.256,3.6100000000000003,3.098,12,1905,3.354,1905-12-01
1872,0.313,2.3810000000000002,1.7550000000000001,1,1906,2.068,1906-01-01
1873,0.32299999999999995,2.624,1.9780000000000002,2,1906,2.301,1906-02-01
1874,0.2,5.066000000000001,4.666,3,1906,4.8660000000000005,1906-03-01
1875,0.242,8.867999999999999,8.384,4,1906,8.626,1906-04-01
1876,0.29,11.529999999999998,10.95,5,1906,11.239999999999998,1906-05-01
1877,0.289,13.623,13.045,6,1906,13.334,1906-06-01
1878,0.32299999999999995,14.445,13.799,7,1906,14.122,1906-07-01
1879,0.34,14.031,13.351,8,1906,13.691,1906-08-01
1880,0.237,12.008999999999999,11.534999999999998,9,1906,11.771999999999998,1906-09-01
1881,0.182,9.449,9.084999999999999,10,1906,9.267,1906-10-01
1882,0.192,5.6930000000000005,5.309,11,1906,5.501,1906-11-01
1883,0.368,4.1290000000000004,3.3930000000000002,12,1906,3.761,1906-12-01
1884,0.27399999999999997,2.072,1.524,1,1907,1.798,1907-01-01
1885,0.268,2.385,1.849,2,1907,2.117,1907-02-01
1886,0.209,4.784,4.3660000000000005,3,1907,4.575,1907-03-01
1887,0.263,7.842,7.316,4,1907,7.579,1907-04-01
1888,0.28,10.655,10.095,5,1907,10.375,1907-05-01
1889,0.267,12.995999999999999,12.462,6,1907,12.729,1907-06-01
1890,0.307,14.076,13.462,7,1907,13.769,1907-07-01
1891,0.326,13.688,13.036,8,1907,13.362,1907-08-01
1892,0.243,11.908,11.421999999999999,9,1907,11.665,1907-09-01
1893,0.191,9.425,9.043,10,1907,9.234,1907-10-01
1894,0.207,5.4140000000000015,5.000000000000002,11,1907,5.207000000000002,1907-11-01
1895,0.251,3.2070000000000003,2.7050000000000005,12,1907,2.9560000000000004,1907-12-01
1896,0.252,2.556,2.0520000000000005,1,1908,2.3040000000000003,1908-01-01
1897,0.26899999999999996,3.0380000000000003,2.5,2,1908,2.769,1908-02-01
1898,0.317,4.453,3.819,3,1908,4.136,1908-03-01
1899,0.295,8.126999999999999,7.536999999999999,4,1908,7.831999999999999,1908-04-01
1900,0.285,11.425999999999998,10.855999999999998,5,1908,11.140999999999998,1908-05-01
1901,0.248,13.540999999999999,13.045,6,1908,13.293,1908-06-01
1902,0.303,14.500000000000002,13.894,7,1908,14.197000000000001,1908-07-01
1903,0.336,13.712,13.04,8,1908,13.376,1908-08-01
1904,0.252,12.229000000000001,11.725,9,1908,11.977,1908-09-01
1905,0.209,9.074,8.656,10,1908,8.865,1908-10-01
1906,0.221,5.493,5.051,11,1908,5.272,1908-11-01
1907,0.31,3.3810000000000002,2.761,12,1908,3.071,1908-12-01
1908,0.314,1.709,1.081,1,1909,1.395,1909-01-01
1909,0.273,2.9790000000000005,2.4330000000000003,2,1909,2.7060000000000004,1909-02-01
1910,0.249,4.838,4.340000000000001,3,1909,4.589,1909-03-01
1911,0.26899999999999996,7.803,7.265,4,1909,7.534,1909-04-01
1912,0.3,10.911,10.310999999999998,5,1909,10.610999999999999,1909-05-01
1913,0.23199999999999998,13.193999999999999,12.73,6,1909,12.962,1909-06-01
1914,0.299,14.359,13.761000000000001,7,1909,14.06,1909-07-01
1915,0.319,14.071000000000002,13.433,8,1909,13.752,1909-08-01
1916,0.237,12.116,11.642,9,1909,11.879,1909-09-01
1917,0.17800000000000002,9.370000000000001,9.014,10,1909,9.192,1909-10-01
1918,0.205,6.441000000000002,6.0310000000000015,11,1909,6.2360000000000015,1909-11-01
1919,0.278,3.5010000000000003,2.9450000000000003,12,1909,3.2230000000000003,1909-12-01
1920,0.24,2.5730000000000004,2.093,1,1910,2.333,1910-01-01
1921,0.273,3.052,2.506,2,1910,2.779,1910-02-01
1922,0.213,4.819,4.393,3,1910,4.606,1910-03-01
1923,0.252,8.357,7.852999999999999,4,1910,8.104999999999999,1910-04-01
1924,0.31,11.315000000000001,10.695,5,1910,11.005,1910-05-01
1925,0.23199999999999998,13.383,12.919,6,1910,13.151,1910-06-01
1926,0.322,14.601,13.957000000000003,7,1910,14.279000000000002,1910-07-01
1927,0.321,13.998,13.356,8,1910,13.677,1910-08-01
1928,0.243,11.975999999999999,11.489999999999998,9,1910,11.732999999999999,1910-09-01
1929,0.203,9.209,8.803,10,1910,9.006,1910-10-01
1930,0.223,5.5409999999999995,5.095,11,1910,5.318,1910-11-01
